5000,4.0223
10000,18.3249
15000,40.7227
20000,72.2123
25000,119.1849
30000,155.9427
35000,222.3372
40000,283.4192
45000,362.5389
50000,439.799
55000,558.7179
60000,782.1284
65000,848.4123
70000,1056.1389
75000,1271.9575
80000,1200.0542
85000,1285.4706
90000,1385.0369
95000,1533.7226
100000,1686.2214
